,0,1,cluster,SMILES_standardized
77,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)sc1[H],78,1,COc1cc(N=c2nc3c(ccn3-c3nccs3)c[nH]2)cc(OC)c1OC
78,[H]c1nc(-n2c([H])c([H])c3c([H])nc(N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])nc32)c([H])c([H])c1[H],79,1,CN1CCN(c2ncc3ccn(-c4ccccn4)c3n2)CC1
79,[H]c1nc([H])c(C([H])([H])C([H])([H])n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],80,1,COc1cc(N=c2nc3c(ccn3CCc3cccnc3)c[nH]2)cc(OC)c1OC
80,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c(C([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],81,1,Cc1cccc(N=c2nc3c(ccn3-c3ccccn3)c[nH]2)c1
81,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([N+](=O)[O-])c([H])c([H])c4C([H])([H])[H])nc32)c([H])c([H])c1[H],82,1,Cc1ccc([N+](=O)[O-])cc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
82,[H]OC(=O)C([H])([H])c1c([H])c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],83,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CC(=O)O)c3)c[nH]2)cc(OC)c1OC
83,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4OC([H])([H])[H])nc32)c([H])c([H])c1[H],84,1,COc1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
84,[H]c1c([H])c(N([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],85,1,COc1cc(N=c2nc3c(ccn3-c3cccc(N)c3)c[nH]2)cc(OC)c1OC
85,[H]c1c([H])c(C(=O)N([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],86,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(N)=O)c3)c[nH]2)cc(OC)c1OC
86,[H]C1=C([H])C2([H])C([H])([H])C1([H])C([H])(N=c1c(Cl)c([H])n([H])c(=Nc3c([H])c([H])c4c(c3OC([H])([H])[H])C([H])([H])C([H])([H])C([H])(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C([H])([H])C4([H])[H])n1[H])C2([H])C(=O)N([H])[H],87,0,COc1c(N=c2[nH]cc(Cl)c(=NC3C4C=CC(C4)C3C(N)=O)[nH]2)ccc2c1CCC(N1CCOCC1)CC2
87,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c([H])c1C([H])([H])[H],88,1,COc1cc(N=c2nc3c(ccn3-c3ccc(C)cn3)c[nH]2)cc(OC)c1OC
88,[H]c1nc(-n2c([H])c([H])c3c([H])nc(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc32)c([H])c([H])c1[H],89,1,c1ccc(-n2ccc3cnc(N4CCOCC4)nc32)nc1
89,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C([H])([H])C#N)c1[H],90,1,COc1cc(N=c2nc3c(ccn3-c3cccc(CCC#N)c3)c[nH]2)cc(OC)c1OC
90,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(C#N)c1[H],91,1,COc1cc(N=c2nc3c(ccn3-c3ccccc3C#N)c[nH]2)cc(OC)c1OC
91,[H]c1c(N=c2nc(Cl)c(C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],92,0,CCOC(=O)Cc1c[nH]c(=Nc2cc(OC)c(OC)c(OC)c2)nc1Cl
92,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4C([H])([H])[H])nc32)c([H])c([H])c1[H],93,1,Cc1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
93,[H]c1nc2c([H])c([H])c([H])c([H])c2nc1-c1c([H])c([H])c(C([H])([H])[H])c(N=c2nc3c(c([H])c([H])n3-c3nc([H])c([H])c([H])c3[H])c([H])n2[H])c1[H],94,1,Cc1ccc(-c2cnc3ccccc3n2)cc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
94,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])c2nnn([H])n2)c1[H],95,1,COc1cc(N=c2nc3c(ccn3-c3cccc(Cc4nn[nH]n4)c3)c[nH]2)cc(OC)c1OC
95,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],96,0,COC(=O)c1ccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1
96,[H]c1c(C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],97,0,COC(=O)CNC(=O)c1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)n1
97,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],98,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCC(C)C)c3)c[nH]2)cc(OC)c1OC
98,[H]c1c([H])c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],99,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NC4CCCC4)c3)c[nH]2)cc(OC)c1OC
99,[H]c1c([H])c(C#N)c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],100,1,COc1cc(N=c2nc3c(ccn3-c3cccc(C#N)c3)c[nH]2)cc(OC)c1OC
100,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)nc(Cl)c1[H],101,1,COc1cc(N=c2nc3c(ccn3-c3nccc(Cl)n3)c[nH]2)cc(OC)c1OC
101,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],102,1,COc1cc(N=c2nc3c(ccn3-c3ccc(C(F)(F)F)cc3)c[nH]2)cc(OC)c1OC
102,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],103,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCN)c3)c[nH]2)cc(OC)c1OC
103,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])[H])c1[H],104,0,CNC(=O)CCc1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
104,[H]OC(=O)c1c([H])c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],105,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)O)c3)c[nH]2)cc(OC)c1OC
105,[H]c1nc(Cl)c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],106,1,COc1cc(N=c2nc3c(ccn3-c3ccnc(Cl)c3)c[nH]2)cc(OC)c1OC
106,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],107,1,CCCCc1ccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1
107,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C(=O)N([H])C([H])([H])C(=O)OC([H])([H])[H])c1[H],108,0,COC(=O)CNC(=O)Cc1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
108,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c1[H],109,0,CCNC(=O)CCc1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
109,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c(C(F)(F)F)c([H])c4[H])nc32)c([H])c([H])c1[H],110,1,FC(F)(F)c1ccc(N=c2nc3c(ccn3-c3ccccn3)c[nH]2)cc1
110,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],111,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCNC(C)=O)c3)c[nH]2)cc(OC)c1OC
111,[H]OC(=O)C([H])([H])C([H])([H])c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],112,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CCC(=O)O)n3)c[nH]2)cc(OC)c1OC
112,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],113,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CCC(=O)NCC(C)C)c3)c[nH]2)cc(OC)c1OC
113,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(C(=O)N([H])[H])c1[H],114,0,COc1cc(N=c2nc3c(ccn3-c3ccccc3C(N)=O)c[nH]2)cc(OC)c1OC
114,[H]OC(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],115,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CCC(=O)O)c3)c[nH]2)cc(OC)c1OC
115,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])[H])c1[H],116,1,COc1cc(N=c2nc3c(ccn3-c3cccc(C)c3)c[nH]2)cc(OC)c1OC
116,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(S(=O)(=O)N([H])C([H])([H])[H])c1[H],117,0,CNS(=O)(=O)c1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
117,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c1[H],118,0,CCNC(=O)Cc1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
118,[H]c1nc(N2C(=O)C([H])([H])C([H])([H])c3c2nc(=Nc2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])n([H])c3[H])c([H])c([H])c1[H],119,0,COc1cc(N=c2nc3c(c[nH]2)CCC(=O)N3c2ccccn2)cc(OC)c1OC
119,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C(F)(F)F)c1[H],120,1,COc1cc(N=c2nc3c(ccn3-c3cccc(C(F)(F)F)c3)c[nH]2)cc(OC)c1OC
120,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],121,1,COc1cc(N=c2nc3c(ccn3-c3ccc(C(C)(C)C)cc3)c[nH]2)cc(OC)c1OC
121,[H]c1nc([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(F)c1[H],122,1,COc1cc(N=c2nc3c(ccn3-c3cnccc3F)c[nH]2)cc(OC)c1OC
122,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])N([H])[H])c1[H],123,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CC(=O)NCCN)c3)c[nH]2)cc(OC)c1OC
123,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1-n1c([H])c([H])c2c([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])nc21,124,0,COc1cc(N=c2nc3c(ccn3-c3ccccc3C(=O)O)c[nH]2)cc(OC)c1OC
124,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1[H],125,0,COc1cc(N=c2nc3c(ccn3-c3ccccc3C(=O)NCCCN(C)C)c[nH]2)cc(OC)c1OC
125,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4Cl)nc32)c([H])c([H])c1[H],126,1,Clc1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
126,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],127,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCCN(C)C)c3)c[nH]2)cc(OC)c1OC
127,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],128,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCCCN(C)C)c3)c[nH]2)cc(OC)c1OC
128,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c(OC([H])([H])[H])c4[H])nc32)c([H])c([H])c1[H],129,1,COc1cccc(N=c2nc3c(ccn3-c3ccccn3)c[nH]2)c1
129,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=NC([H])([H])C([H])([H])C([H])([H])N4C(=O)C([H])([H])C([H])([H])C4([H])[H])nc32)c([H])c([H])c1[H],130,0,O=C1CCCN1CCCN=c1nc2c(ccn2-c2ccccn2)c[nH]1
130,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c5c([H])c([H])n([H])c5c4[H])nc32)c([H])c([H])c1[H],131,1,c1ccc(-n2ccc3c[nH]c(=Nc4ccc5cc[nH]c5c4)nc32)nc1
131,[H]c1c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],132,0,CCCNS(=O)(=O)c1ccccc1-n1ccc2c[nH]c(=Nc3cc(OC)c(OC)c(OC)c3)nc21
132,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],133,1,COc1cc(N=c2nc3c(ccn3-c3ccc(C)cc3)c[nH]2)cc(OC)c1OC
133,[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])N([H])[H])nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],134,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCN)n3)c[nH]2)cc(OC)c1OC
134,[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],135,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCCN)n3)c[nH]2)cc(OC)c1OC
135,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1[H],136,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CC(=O)NCCCN(C)C)c3)c[nH]2)cc(OC)c1OC
136,[H]c1c([H])c(-c2nnn([H])n2)c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],137,1,COc1cc(N=c2nc3c(ccn3-c3cccc(-c4nn[nH]n4)c3)c[nH]2)cc(OC)c1OC
137,[H]c1c([H])c(C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],138,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NC4CC4)c3)c[nH]2)cc(OC)c1OC
138,[H]OC([H])([H])c1c([H])c([H])c([H])c([H])c1-n1c([H])c([H])c2c([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])nc21,139,1,COc1cc(N=c2nc3c(ccn3-c3ccccc3CO)c[nH]2)cc(OC)c1OC
139,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(C(=O)N([H])C([H])([H])[H])c1[H],140,0,CNC(=O)c1ccccc1-n1ccc2c[nH]c(=Nc3cc(OC)c(OC)c(OC)c3)nc21
140,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C([H])([H])c2nnn([H])n2)c1[H],141,1,COc1cc(N=c2nc3c(ccn3-c3cccc(CCc4nn[nH]n4)c3)c[nH]2)cc(OC)c1OC
141,[H]OC(=O)c1c([H])c2c([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])nc2n1-c1nc([H])c([H])c([H])c1[H],142,0,COc1cc(N=c2nc3c(c[nH]2)cc(C(=O)O)n3-c2ccccn2)cc(OC)c1OC
142,[H]c1c([H])c(Cl)c([H])c(Oc2c([H])c([H])c(N=c3nc([H])n([H])c4c([H])c([H])n(C([H])([H])C([H])([H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c34)c([H])c2Cl)c1[H],143,0,CC(C)(C(=O)NCCn1ccc2[nH]cnc(=Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O
143,[H]c1nc(C([H])(N=c2c([H])c([H])c3nc([H])n(-c4c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])nn4[H])c3n2[H])C([H])([H])[H])c([H])c([H])c1F,144,1,CC(C)Oc1cc(-n2cnc3ccc(=NC(C)c4ccc(F)cn4)[nH]c32)[nH]n1
144,[H]N=c1nc2c([H])c(-c3c([H])nc([H])c(S(=O)(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c3[H])c([H])c([H])n2n1[H],145,0,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3[nH]c(=N)nc3c2)c1
145,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1-n1c(=NC(=O)N([H])c2c([H])c([H])c([H])c3c([H])c(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])n([H])c23)c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n1[H],146,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2cccc3cc(C(=O)NC(C)C)[nH]c23)cc1
146,[H]c1nc(C([H])([H])C([H])([H])N(C(=O)c2c([H])c3c([H])c([H])c([H])c(N([H])C(=O)N=c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n4-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c3n2[H])C([H])([H])[H])c([H])c([H])c1[H],147,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2cccc3cc(C(=O)N(C)CCc4ccccn4)[nH]c23)cc1
147,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1-n1c(=NC(=O)N([H])c2c([H])c([H])c([H])c3c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])n([H])c23)c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n1[H],148,0,CCOCCCNC(=O)c1cc2cccc(NC(=O)N=c3cc(C(C)(C)C)[nH]n3-c3ccc(C)cc3)c2[nH]1
148,[H]c1c([H])c(-c2c([H])c(=NC(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])n([H])n2[H])c(C([H])([H])[H])c([H])c1OC([H])([H])[H],149,0,COc1ccc(-c2cc(=NC(=O)N=c3cc(C(C)(C)C)[nH]n3-c3ccc(C)cc3)[nH][nH]2)c(C)c1
149,[H]c1nc(-c2c([H])c(=NC(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])n([H])n2[H])c([H])c([H])c1OC([H])([H])[H],150,0,COc1ccc(-c2cc(=NC(=O)N=c3cc(C(C)(C)C)[nH]n3-c3ccc(C)cc3)[nH][nH]2)nc1
150,[H]c1nc2c([H])c([H])c(-c3c([H])c(=NC(=O)N=c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n4-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])n([H])n3[H])c([H])c2c([H])c1[H],151,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)N=c2cc(-c3ccc4ncccc4c3)[nH][nH]2)cc1
151,[H]c1nc2c([H])c([H])c(-c3c([H])c(=NC(=O)N=c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n4-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])n([H])n3[H])c([H])c2nc1[H],152,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)N=c2cc(-c3ccc4nccnc4c3)[nH][nH]2)cc1
152,[H]Oc1c([H])c([H])c(Br)c([H])c1C([H])=NN([H])C(=O)C([H])([H])Sc1nnc(-c2c([H])c([H])nc([H])c2[H])n1-c1c([H])c([H])c([H])c([H])c1[H],153,0,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NN=Cc1cc(Br)ccc1O
153,[H]C(=NN([H])C(=O)C([H])([H])Sc1nnc(-c2c([H])c([H])nc([H])c2[H])n1-c1c([H])c([H])c([H])c([H])c1[H])C([H])=C([H])c1c([H])c([H])c([H])c([H])c1[H],154,0,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NN=CC=Cc1ccccc1
