,0,1,cluster,SMILES_standardized
241,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N=c2nc([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],242,0,COc1cc(N=c2[nH]cnc(=Nc3ccccc3NS(C)(=O)=O)[nH]2)cc(OC)c1OC
242,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N=c2n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n([H])c(=NC([H])([H])[H])n2[H])c1[H],243,0,CN=c1[nH]c(=Nc2cc(OC)c(OC)c(OC)c2)[nH]c(=Nc2ccccc2NS(C)(=O)=O)[nH]1
243,[H]c1c([H])c(N=c2nc(Cl)n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c1[H],244,0,COc1cc(N=c2[nH]c(Cl)nc(=Nc3cccc(NS(C)(=O)=O)c3)[nH]2)cc(OC)c1OC
244,[H]c1c([H])c(N=c2nc([H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c1[H],245,0,COc1cc(N=c2[nH]cnc(=Nc3cccc(NS(C)(=O)=O)c3)[nH]2)cc(OC)c1OC
245,[H]c1c([H])c(N=c2n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n([H])c(=NC([H])([H])[H])n2[H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c1[H],246,0,CN=c1[nH]c(=Nc2cccc(NS(C)(=O)=O)c2)[nH]c(=Nc2cc(OC)c(OC)c(OC)c2)[nH]1
246,[H]c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c(N=c2nc(C([H])([H])[H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],247,0,COc1cc(N=c2[nH]c(C)nc(=Nc3ccccc3NS(C)(=O)=O)[nH]2)cc(OC)c1OC
247,[H]c1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c(N=c2nc(C([H])([H])[H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],248,0,COc1cc(N=c2[nH]c(C)nc(=Nc3ccccc3NC(C)=O)[nH]2)cc(OC)c1OC
248,[H]c1c([H])c([H])c(N([H])C(=O)OC([H])([H])[H])c(N=c2n([H])c(C([H])([H])[H])nc(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],249,0,COC(=O)Nc1ccccc1N=c1[nH]c(C)nc(=Nc2cc(OC)c(OC)c(OC)c2)[nH]1
249,[H]c1c([H])c([H])c(N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c(N=c2nc(C([H])([H])[H])n([H])c(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],250,0,COc1cc(N=c2[nH]c(C)nc(=Nc3ccccc3NC(=O)N(C)C)[nH]2)cc(OC)c1OC
250,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2n([H])c([H])nc(=Nc3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])n2[H])c1[H],251,0,CNC(=O)c1ccccc1N=c1[nH]cnc(=Nc2cc(OC)c(OC)c(OC)c2)[nH]1
251,[H]c1c([H])c(Oc2c([H])c([H])c3nc(=NC(=O)C4([H])C([H])([H])C4([H])[H])n([H])n3c2[H])c([H])c(N([H])C(=O)c2c([H])c(C([H])([H])[H])nn2C([H])([H])[H])c1F,252,0,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(=NC(=O)C5CC5)[nH]n4c3)ccc2F)n(C)n1
252,[H]N=c1c2nc([H])n(-c3c([H])c([H])c(N([H])C(=O)N=c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n4-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c3[H])c2nc([H])n1[H],253,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3cnc4c(=N)[nH]cnc43)cc2)cc1
253,[H]c1c([H])c(-n2c([H])nc(C([H])([H])[H])c2[H])c([H])c([H])c1N([H])C(=O)N=c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],254,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3cnc(C)c3)cc2)cc1
254,[H]c1nc([H])n(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1[H],255,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3ccnc3)cc2)cc1
255,[H]c1c([H])c(-n2c([H])nnc2[H])c([H])c([H])c1N([H])C(=O)N=c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],256,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3cnnc3)cc2)cc1
256,[H]c1c([H])c(N([H])C(=O)N=c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1-c1nn([H])c(=S)n1C([H])([H])[H],257,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3n[nH]c(=S)n3C)cc2)cc1
257,[H]c1c([H])c(-n2c([H])nc(Cl)c2Cl)c([H])c([H])c1N([H])C(=O)N=c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],258,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3cnc(Cl)c3Cl)cc2)cc1
258,[H]c1nc([H])n(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1C([H])([H])[H],259,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3cncc3C)cc2)cc1
259,[H]c1snnc1-c1c([H])c([H])c(N([H])C(=O)N=c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H],260,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3csnn3)cc2)cc1
260,[H]c1c([H])c(-n2nnnc2C([H])([H])[H])c([H])c([H])c1N([H])C(=O)N=c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],261,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3nnnc3C)cc2)cc1
261,[H]c1nc([H])c(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])o1,262,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3cnco3)cc2)cc1
262,[H]c1c([H])c(-n2nnnc2[H])c([H])c([H])c1N([H])C(=O)N=c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],263,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-n3cnnn3)cc2)cc1
263,[H]c1c([H])c(N([H])C(=O)N=c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1-c1nnc([H])n1C([H])([H])[H],264,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3nncn3C)cc2)cc1
264,[H]c1nc([H])c(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c([H])c1[H],265,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3cccnc3)cc2)cc1
265,[H]N=c1c([H])c([H])c(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c([H])n1[H],266,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3ccc(=N)[nH]c3)cc2)cc1
266,[H]c1nc([H])c([H])c(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])c1[H],267,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3ccncc3)cc2)cc1
267,[H]c1c(OC([H])([H])[H])nc(-c2c([H])c([H])c(N([H])C(=O)N=c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c([H])c2[H])nc1OC([H])([H])[H],268,0,COc1cc(OC)nc(-c2ccc(NC(=O)N=c3cc(C(C)(C)C)[nH]n3-c3ccc(C)cc3)cc2)n1
268,[H]c1nc(OC([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c(N([H])C(=O)N=c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H],269,0,COc1ccc(-c2ccc(NC(=O)N=c3cc(C(C)(C)C)[nH]n3-c3ccc(C)cc3)cc2)cn1
269,[H]c1nc(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1-c1c([H])c([H])c(N([H])C(=O)N=c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n([H])n2-c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H],270,0,Cc1ccc(-n2[nH]c(C(C)(C)C)cc2=NC(=O)Nc2ccc(-c3ccc(OCc4ccccc4)nc3)cc2)cc1
270,[H]c1c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c(N=c2c([H])c(N([H])c3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3OC([H])([H])[H])n([H])c([H])c2C(F)(F)F)c1[H],271,0,CNC(=O)c1ccccc1N=c1cc(Nc2ccc(N3CCOCC3)cc2OC)[nH]cc1C(F)(F)F
271,[H]Oc1c([H])c2c([H])c(N=c3n([H])c([H])c(C(F)(F)F)c(=NC([H])([H])c4c(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])nc([H])c([H])c4[H])n3[H])c([H])c([H])c2n1[H],272,0,CN(c1ncccc1CN=c1[nH]c(=Nc2ccc3[nH]c(O)cc3c2)[nH]cc1C(F)(F)F)S(C)(=O)=O
272,[H]Oc1c([H])c(O[H])c(-c2onc(C(=O)N([H])C3([H])C([H])([H])C([H])([H])N(C4([H])C([H])([H])C([H])([H])C5(OC([H])([H])C([H])([H])O5)C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c2[H])c(Oc2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c1[H],273,0,CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1
273,[H]Oc1c([H])c(O[H])c(-c2onc(C(=O)N([H])C3([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c(Oc2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c1[H],274,0,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1
274,[H]Oc1c([H])c(O[H])c(-c2onc(C(=O)N([H])C3([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c(Oc2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c1[H],275,0,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1
275,[H]Oc1c([H])c(O[H])c(-c2onc(C(=O)N([H])C3([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c(Oc2c([H])c([H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c1[H],276,0,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1
276,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])N([H])[H])c1[H],277,1,COc1cc(N=c2nc3c(ccn3-c3cccc(CN)c3)c[nH]2)cc(OC)c1OC
277,[H]c1c(Cl)c(N=c2c(C#N)c([H])n([H])c3c([H])c(OC([H])([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])c(OC([H])([H])[H])c([H])c23)c([H])c(OC([H])([H])[H])c1Cl,278,1,COc1cc(N=c2c(C#N)c[nH]c3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
278,[H]c1nc(C([H])([H])Sc2sc(=NC(=O)C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])n([H])c2[H])oc1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],279,0,CC(C)(C)c1cnc(CSc2c[nH]c(=NC(=O)C3CCNCC3)s2)o1
279,[H]c1c([H])c(N([H])S(=O)(=O)N([H])C([H])([H])[H])c([H])c(C([H])([H])c2c(C([H])([H])[H])c3c([H])c(Cl)c(OC(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c3oc2=O)c1[H],280,0,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3cc(Cl)c(OC(=O)N(C)C)cc3oc2=O)c1
280,[H]Oc1c(O[H])c2c(c(C([H])([H])[H])c1O[H])C1([H])Oc3c(O[H])c(O[H])c(C([H])([H])[H])c(C([H])=O)c3C([H])(O1)C2=O,281,0,Cc1c(O)c(O)c2c(c1C=O)C1OC(O2)c2c(C)c(O)c(O)c(O)c2C1=O
281,[H]Oc1c(O[H])c(C([H])([H])[H])c2c(OC([H])([H])[H])oc(O[H])c2c1O[H],282,2,COc1oc(O)c2c(O)c(O)c(O)c(C)c12
282,[H]Oc1c(O[H])c(C([H])=O)c(C([H])([H])OC([H])([H])[H])c(C([H])([H])[H])c1O[H],283,0,COCc1c(C)c(O)c(O)c(O)c1C=O
283,[H]Oc1c(O[H])c(C([H])([H])[H])c2c([H])oc(O[H])c2c1O[H],284,2,Cc1c(O)c(O)c(O)c2c(O)occ12
284,[H]Oc1c(O[H])c(C([H])=O)c(-c2oc3c(O[H])c(O[H])c(C([H])([H])[H])c(C([H])=O)c3c2[H])c(C([H])([H])[H])c1O[H],285,2,Cc1c(O)c(O)c(O)c(C=O)c1-c1cc2c(C=O)c(C)c(O)c(O)c2o1
285,[H]Oc1c([H])c(N=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C(C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C32[H])c1O[H],286,0,CC1=CCCC2C1(C)CCC(C)C2(C)Cc1c(O)c(O)cc(N=CCC(C)C)c1O
286,[H]Oc1c(OC([H])([H])[H])c([H])c2nc(C([H])([H])[H])oc2c1C([H])([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C(C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C21[H],287,0,COc1cc2nc(C)oc2c(CC2(C)C(C)CCC3(C)C(C)=CCCC32)c1O
287,[H]Oc1c([H])c(C(=O)OC([H])([H])[H])c([H])c(C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C(C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C32[H])c1O[H],288,0,COC(=O)c1cc(O)c(O)c(CC2(C)C(C)CCC3(C)C(C)=CCCC32)c1
288,[H]c1c([H])c([H])c(-c2sc3nc(C([H])([H])Sc4nn([H])c(=NC([H])([H])C5([H])OC([H])([H])C([H])([H])C5([H])[H])s4)n([H])c(=O)c3c2[H])c([H])c1[H],289,0,O=c1[nH]c(CSc2n[nH]c(=NCC3CCCO3)s2)nc2sc(-c3ccccc3)cc12
289,[H]c1c([H])c(C([H])([H])c2sc(=NC(=O)C([H])([H])C([H])([H])c3nc(=O)c4c([H])c([H])c([H])c([H])c4n3[H])n([H])c2[H])c([H])c(F)c1F,290,0,O=C(CCc1nc(=O)c2ccccc2[nH]1)N=c1[nH]cc(Cc2ccc(F)c(F)c2)s1
290,[H]N=c1c(OC([H])(c2c([H])c(F)c([H])c([H])c2-n2nc([H])c([H])n2)C([H])([H])[H])c([H])c(-c2sc(C(O[H])(C([H])([H])[H])C([H])([H])O[H])nc2C([H])([H])[H])c([H])n1[H],291,2,Cc1nc(C(C)(O)CO)sc1-c1c[nH]c(=N)c(OC(C)c2cc(F)ccc2-n2nccn2)c1
291,[H]ON=C1C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c(Br)c(O[H])c(c2[H])Oc2c([H])c([H])c(c([H])c2Br)C([H])([H])C([H])=NC(=O)C(=NO[H])C([H])([H])c2c([H])c(Br)c(O[H])c(c2[H])Oc2c([H])c([H])c(c([H])c2Br)C1([H])[H],292,0,O=C1N=CCc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)C(=NO)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CC1=NO
292,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],293,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCN4CCCC4)c3)c[nH]2)cc(OC)c1OC
293,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c([H])c([H])c4C([H])([H])[H])nc32)c([H])c([H])c1[H],294,1,COc1ccc(C)c(N=c2nc3c(ccn3-c3ccccn3)c[nH]2)c1
294,[H]c1c([H])c([H])c([N+](=O)[O-])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],295,1,COc1cc(N=c2nc3c(ccn3-c3ccccc3[N+](=O)[O-])c[nH]2)cc(OC)c1OC
295,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(N([H])C(=O)C([H])([H])[H])c1[H],296,0,COc1cc(N=c2nc3c(ccn3-c3ccccc3NC(C)=O)c[nH]2)cc(OC)c1OC
296,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4F)nc32)c([H])c([H])c1[H],297,1,Fc1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
297,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],298,0,CCNC(=O)c1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
298,[H]c1nc([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],299,1,COc1cc(N=c2nc3c(ccn3-c3cccnc3)c[nH]2)cc(OC)c1OC
299,[H]OC(=O)c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],300,0,COc1cc(N=c2nc3c(ccn3-c3ccc(C(=O)O)cc3)c[nH]2)cc(OC)c1OC
300,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],301,1,CCc1ccccc1-n1ccc2c[nH]c(=Nc3cc(OC)c(OC)c(OC)c3)nc21
301,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(C(=O)N([H])[H])c([H])c([H])c4C([H])([H])[H])nc32)c([H])c([H])c1[H],302,0,Cc1ccc(C(N)=O)cc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
302,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(N([H])[H])c1[H],303,1,COc1cc(N=c2nc3c(ccn3-c3ccccc3N)c[nH]2)cc(OC)c1OC
303,[H]OC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],304,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCO)c3)c[nH]2)cc(OC)c1OC
304,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(SC([H])([H])[H])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],305,1,COc1cc(N=c2nc3c(ccn3-c3ccc(SC)cc3)c[nH]2)cc(OC)c1OC
305,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(C(=O)N([H])C([H])([H])C([H])([H])N([H])[H])c1[H],306,0,COc1cc(N=c2nc3c(ccn3-c3ccccc3C(=O)NCCN)c[nH]2)cc(OC)c1OC
306,[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],307,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCN(C)C)c3)c[nH]2)cc(OC)c1OC
307,[H]c1c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])c1[H],308,0,COc1cc(N=c2nc3c(ccn3-c3cccc(CC(=O)NCCCN)c3)c[nH]2)cc(OC)c1OC
308,[H]c1nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c([H])c([H])c([H])c4C([H])(C([H])([H])[H])C([H])([H])[H])nc32)c([H])c([H])c1[H],309,1,CC(C)c1ccccc1N=c1nc2c(ccn2-c2ccccn2)c[nH]1
309,[H]c1c(C(=O)N([H])C([H])([H])C#N)nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],310,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCC#N)n3)c[nH]2)cc(OC)c1OC
310,[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])C#N)nc(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c([H])c1[H],311,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCC#N)n3)c[nH]2)cc(OC)c1OC
311,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],312,0,COc1cc(N=c2nc3c(ccn3-c3cccc(C(=O)NCCCO)c3)c[nH]2)cc(OC)c1OC
312,[H]c1c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],313,0,CNC(=O)c1cccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
313,[H]c1c([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c(C(=O)OC([H])([H])[H])c1[H],314,0,COC(=O)c1ccccc1-n1ccc2c[nH]c(=Nc3cc(OC)c(OC)c(OC)c3)nc21
314,[H]c1nc([H])c([H])c(-n2c([H])c([H])c3c([H])n([H])c(=Nc4c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c4[H])nc32)c1[H],315,1,COc1cc(N=c2nc3c(ccn3-c3ccncc3)c[nH]2)cc(OC)c1OC
315,[H]c1c(N=c2nc3c(c([H])c([H])n3-c3c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c3[H])c([H])n2[H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1OC([H])([H])[H],316,1,CCc1ccc(-n2ccc3c[nH]c(=Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1
